CompoundID,CompoundName,GeneSymbolOfTargets,TargetOrMechanism,Synonyms,SampleIDs,ChEMBLID,SMILES,InChIKey,DoseUnit,PubChemCID
DPC-000168,7-KETO-DHEA,,STEROID,,BRD:BRD-K07785030-001-01-6,,,,uM,
DPC-000169,7-METHOXYTACRINE,ACHE,ACETYLCHOLINESTERASE INHIBITOR,,BRD:BRD-K53156626-001-01-3,,,,uM,
DPC-000170,7-METHYLXANTHINE,,ADENOSINE RECEPTOR ANTAGONIST,,BRD:BRD-K41592905-001-01-6,,,,uM,
DPC-000171,7-NITROINDAZOLE,NOS1;NOS2;NOS3,NITRIC OXIDE SYNTHASE INHIBITOR,,BRD:BRD-K04430056-001-17-7;BRD:BRD-K04430056-236-02-1,,,,uM,
DPC-000172,8-BROMO-CAMP,,PKA ACTIVATOR,,BRD:BRD-A09554849-236-07-6,,,,uM,
DPC-000173,8-BROMO-CGMP,PRKG1,PKA ACTIVATOR,,BRD:BRD-A00077618-236-07-6,,,,uM,
DPC-000174,8-HYDROXY-DPAT,CDK1;CHEK1;CHEK2;GSK3B;HTR5A;HTR7;LCK;MAPK14;MARK1;PDPK1;PRKCA;PRKCB;PRKCD;PRKCE;PRKCG,SEROTONIN RECEPTOR AGONIST,,BRD:BRD-A48015106-004-08-9,,,,uM,
DPC-000175,8-HYDROXY-PIPAT,DRD2;DRD3,DOPAMINE RECEPTOR LIGAND,,BRD:BRD-A60594020-034-01-1,,,,uM,
DPC-000176,8-M-PDOT,MTNR1A;MTNR1B,MELATONIN RECEPTOR AGONIST,,BRD:BRD-A07232941-001-02-7,,,,uM,
DPC-000177,9-??-D-ARABINOFURANOSYL GUANINE,,,ARA-G,GDSC1:427,,,,uM,
DPC-000178,9-AMINOACRIDINE,,,,BRD:BRD-K00535541-001-05-5;BRD:BRD-K00535541-001-06-3,,,,uM,
DPC-000179,9-AMINOCAMPTOTHECIN,TOP1,TOPOISOMERASE INHIBITOR,,BRD:BRD-K09291936-001-13-3,,,,uM,
DPC-000180,9-ANTHRACENECARBOXYLIC-ACID,ANO1;CLCN1,,,BRD:BRD-K62607075-001-04-9,,,,uM,
DPC-000181,9-ING-41,,,,BRD:BRD-K00091104-001-01-9,,,,uM,
DPC-000182,944328-88-5,,,QS11,GDSC1:151,,,,uM,
DPC-000183,968,,,,CTRP:660080,,,,uM,
DPC-000184,A-1065-5,MTOR,MTOR INHIBITOR,OSI-027,BRD:BRD-K87124298-001-03-4;CTRP:660433;GDSC1:299;GDSC2:1594,,,,uM,
DPC-000185,A-1070722,GSK3A;GSK3B,GLYCOGEN SYNTHASE KINASE INHIBITOR,,BRD:BRD-K70329400-001-02-5,,,,uM,
DPC-000186,A-1120,RBP4,RETINOID RECEPTOR LIGAND,,BRD:BRD-K59060513-001-02-5,,,,uM,
DPC-000188,A-154475,FLT3;NTRK1,"FLT3 INHIBITOR, GROWTH FACTOR RECEPTOR INHIBITOR, JAK INHIBITOR",CEP-701;KT-555;LESTAURTINIB;SP-924;SPM-924,BRD:BRD-A27376179-001-01-3;GDSC1:1024,,,,uM,
DPC-000189,A-317491,P2RX3,PURINERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K38019854-323-01-4,,,,uM,
DPC-000190,A-33903,,,,BRD:BRD-A40302156-001-01-9,,,,uM,
DPC-000191,A-366,EHMT1; EHMT2,inhibitor of GLP (EHMT1) and G9a (EHMT2) histone methyltransferases,,BRD:BRD-K06182768-001-02-3,CHEMBL14253,COC1=C(C=C2C(=C1)C3(CCC3)C(=N2)N)OCCCN4CCCC4,BKCDJTRMYWSXMC-UHFFFAOYSA-N,uM,76285486
DPC-000192,A-381393,,DOPAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K00005339-001-01-9,,,,uM,
DPC-000193,A-412997,DRD4,DOPAMINE RECEPTOR AGONIST,,BRD:BRD-K62066682-300-01-0,,,,uM,
DPC-000194,A-438079,P2RX7,PURINERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K13223831-003-02-9,,,,uM,
DPC-000195,A-443654,,,KIN001-139,GDSC1:86,,,,uM,
DPC-000196,A-582941,CHRNA7,NICOTINIC RECEPTOR AGONIST,,BRD:BRD-K79743788-001-02-9,,,,uM,
DPC-000197,A-61603,ADRA1A;ADRA1B;ADRA1D,ADRENERGIC RECEPTOR AGONIST,A61603,BRD:BRD-A83650191-004-02-8;BRD:BRD-K13142315-004-01-2,,,,uM,
DPC-000198,A-674563,AKT1;PKIA;PRKACA,AKT INHIBITOR,,BRD:BRD-K78177893-001-02-4,,,,uM,
DPC-000199,A-7,,CALMODULIN ANTAGONIST,,BRD:BRD-K03301001-003-02-5,,,,uM,
DPC-000200,A-769662,,AMPK ACTIVATOR,,BRD:BRD-K41918892-001-05-9,,,,uM,
DPC-000201,A-770041,,,KIN001-111,GDSC1:55,,,,uM,
DPC-000202,A-784168,TRPV1,TRANSIENT RECEPTOR POTENTIAL CHANNEL ANTAGONIST,,BRD:BRD-K87665527-001-02-9,,,,uM,
DPC-000203,A-803467,SCN10A,SODIUM CHANNEL BLOCKER,,BRD:BRD-K28570407-001-02-0,,,,uM,
DPC-000204,A-804598,P2RX7,PURINERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K76894955-001-02-1;BRD:BRD-K94313941-001-03-9;CTRP:661033,,,,uM,
DPC-000205,A-83-01,,,,GDSC1:477,,,,uM,
DPC-000206,A-839977,P2RX7,PURINERGIC RECEPTOR ANTAGONIST,,BRD:BRD-K60427831-001-02-9,,,,uM,
DPC-000207,A-867744,CHRNA3;CHRNA4;CHRNA7,ACETYLCHOLINE RECEPTOR ALLOSTERIC MODULATOR,,BRD:BRD-K33059059-001-01-0,,,,uM,
DPC-000208,A-887826,SCN10A,SODIUM CHANNEL BLOCKER,,BRD:BRD-K20239555-001-02-9,,,,uM,
DPC-000209,A-922500,DGAT1,DIACYLGLYCEROL O ACYLTRANSFERASE INHIBITOR,A922500,BRD:BRD-K28861668-001-01-9;BRD:BRD-K81614372-001-02-1,,,,uM,
DPC-000210,A-967079,TRPA1,TRANSIENT RECEPTOR POTENTIAL CHANNEL ANTAGONIST,,BRD:BRD-K70744942-001-01-2,,,,uM,
DPC-000211,A-987306,ADORA1;AVPR1A;CCR1;CHRM1;CHRM2;CHRM3;CHRM4;DRD3;HTR1A;HTR1B;HTR2A;HTR2B;HTR3A;TACR2,HISTAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K68982262-001-02-9,,,,uM,
DPC-000212,A12B4C3,PNKP,POLYNUCLEOTIDE KINASE/PHOSPHATASE INHIBITOR,,BRD:BRD-A30000356-001-02-9,,,,uM,
DPC-000213,A205804,ICAM1;SELE,ICAM1 EXPRESSION INHIBITOR,,BRD:BRD-K77627880-001-04-0,,,,uM,
DPC-000214,A485,EP300;CREBBP,inhibitor of p300/CBP (EP300/CREBBP) catalytic activity,A-485,BRD:BRD-K30233223-001-04-9,CHEMBL14253,CC(C(F)(F)F)N(CC1=CC=C(C=C1)F)C(=O)CN2C(=O)C3(CCC4=C3C=CC(=C4)NC(=O)NC)OC2=O,VRVJKILQRBSEAG-LFPIHBKWSA-N,uM,118958122
DPC-000215,A66,PIK3CA,PI3K INHIBITOR,,BRD:BRD-K49055432-001-04-2,,,,uM,
DPC-000216,A740003,P2RX7,PURINERGIC RECEPTOR ANTAGONIST,,BRD:BRD-A78952587-001-01-5,,,,uM,
DPC-000217,A77636,CALY,DOPAMINE RECEPTOR AGONIST,,BRD:BRD-K72226571-003-02-9,,,,uM,
DPC-000218,A939572,SCD,inhibitor of SCD,A-939572,BRD:BRD-K99308908-001-02-9,CHEMBL14253,CNC(=O)C1=CC(=CC=C1)NC(=O)N2CCC(CC2)OC3=CC=CC=C3Cl,DPYTYQFYDLYWHZ-UHFFFAOYSA-N,uM,24905400
DPC-000219,AA-COCF3,,,,CTRP:411724,,,,uM,
DPC-000220,AAI101,,LACTAMASE INHIBITOR,,BRD:BRD-K00003450-001-01-9,,,,uM,
DPC-000221,AB-423,,HBV CAPSID ASSEMBLY INHIBITOR,,BRD:BRD-K00003109-001-01-9,,,,uM,
DPC-000222,AB-680,,,,BRD:BRD-K00090628-001-01-9,,,,uM,
DPC-000223,AB1010,FGFR3;KIT;PDGFRA;PDGFRB,"KIT INHIBITOR, PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, SRC INHIBITOR",MASITINIB;MASIVET,BRD:BRD-K71035033-001-07-1;CTRP:606143;GDSC1:292,,,,uM,
DPC-000224,AB928,,,,BRD:BRD-K00091111-001-01-9,,,,uM,
DPC-000225,ABACAVIR,,NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITOR,,BRD:BRD-K17443395-065-02-2,,,,uM,
DPC-000226,ABAFUNGIN,,STEROL METHYLTRANSFERASE INHIBITOR,,BRD:BRD-K77432251-001-01-2,,,,uM,
DPC-000227,ABAMETAPIR,MMP9,METALLOPROTEINASE INHIBITOR,,BRD:BRD-K65498798-001-01-7,,,,uM,
DPC-000228,ABARELIX,GNRHR,GONADOTROPIN RELEASING FACTOR HORMONE RECEPTOR ANTAGONIST,,BRD:BRD-K00003158-001-01-9,,,,uM,
DPC-000229,ABBV-744,,BROMODOMAIN INHIBITOR,,BRD:BRD-K00003108-001-01-9,,,,uM,
DPC-000230,ABC-294640,SPHK2,SPHINGOSINE KINASE INHIBITOR,,BRD:BRD-A70814879-001-01-2,,,,uM,
DPC-000231,ABEMACICLIB,CDK4;CDK6,inhibitor of CDK4 and CDK6,LY2835219,BRD:BRD-K33622447-066-01-9,CHEMBL14253,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,UZWDCWONPYILKI-UHFFFAOYSA-N,uM,46220502
DPC-000232,ABIRATERONE,CYP11B1;CYP17A1,ANDROGEN BIOSYNTHESIS INHIBITOR,,BRD:BRD-K50071428-001-03-3;CTRP:660363,,,,uM,
DPC-000233,ABIRATERONE-ACETATE,CYP17A1,ANDROGEN BIOSYNTHESIS INHIBITOR,,BRD:BRD-K24048528-001-01-7;BRD:BRD-K24048528-001-02-5,,,,uM,
DPC-000234,METHOTREXATE,DHFR,antimetabolite and inhibitor of DHFR,ABITREXATE;AMETHOPTERIN;FOLEX;MTX;RHEUMATREX;TREXALL,BRD:BRD-A55424491-001-19-9;BRD:BRD-K59456551-001-22-6;CTRP:30371;GDSC1:1008,CHEMBL14253,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,FBOZXECLQNJBKD-ZDUSSCGKSA-N,uM,126941
DPC-000235,ABT 869,CSF1;CSF1R;FLT1;FLT3;FLT4;KDR;KIT;PDGFRB;RET;TEK,"PDGFR TYROSINE KINASE RECEPTOR INHIBITOR, VEGFR INHIBITOR",ABT-869;LINIFANIB,BRD:BRD-K99749624-001-07-0;CTRP:606033;GDSC1:277,,,,uM,
DPC-000236,ABT 888,PARP1;PARP2,PARP INHIBITOR,ABT-888;ABT888;VELIPARIB,BRD:BRD-K12737986-001-01-4;CTRP:606034;GDSC1:1018,,,,uM,
DPC-000237,ABT-072,,RNA POLYMERASE INHIBITOR,,BRD:BRD-K00004730-001-01-9,,,,uM,
DPC-000238,ABT-202,,ACETYLCHOLINE RECEPTOR AGONIST,,BRD:BRD-A29844814-300-01-5,,,,uM,
DPC-000239,ABT-239,HRH1;HRH2;HRH3,HISTAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K22749967-046-02-3,,,,uM,
DPC-000240,ABT-418 (HYDROCHLORIDE),,,,BRD:BRD-K00075715-003-02-9,,,,uM,
DPC-000241,ABT-491,PTAFR,PLATELET ACTIVATING FACTOR RECEPTOR ANTAGONIST,,BRD:BRD-K97233161-003-01-5,,,,uM,
DPC-000242,ABT-639,CACNA1G;CACNA1H;CACNA1I,CALCIUM CHANNEL BLOCKER,,BRD:BRD-K11792081-001-01-4,,,,uM,
DPC-000243,ABT-702,ADK,ADENOSINE KINASE INHIBITOR,,BRD:BRD-K36021395-300-02-4,,,,uM,
DPC-000244,ABT-724,DRD4,DOPAMINE RECEPTOR AGONIST,,BRD:BRD-K37714784-305-02-1,,,,uM,
DPC-000245,ABT-737,BCL2;BCL2L1;BCL2L2,BCL INHIBITOR,,BRD:BRD-K56301217-001-07-4;CTRP:411738,,,,uM,
DPC-000246,ABT-751,TUBB,TUBULIN POLYMERIZATION INHIBITOR,,BRD:BRD-K91623615-001-05-0,,,,uM,
DPC-000247,ABT737,,,,GDSC2:1910,,,,uM,
DPC-000248,ABX-1431,,MONOACYLGLYCEROL LIPASE INHIBITOR,,BRD:BRD-K00004603-001-01-9,,,,uM,
DPC-000249,ABX464,,ANTIVIRAL,,BRD:BRD-K00003394-001-01-9,,,,uM,
DPC-000250,AC 220,CSF1R;FLT3;KIT;PDGFRA;PDGFRB;RET,FLT3 INHIBITOR,AC-220;AC220;ASP-2689;QUIZARTINIB,BRD:BRD-K93918653-001-08-9;CTRP:640011;GDSC1:254,,,,uM,
DPC-000251,AC-186,ESR2,ESTROGEN RECEPTOR AGONIST,,BRD:BRD-K53788420-001-01-1,,,,uM,
DPC-000252,AC-261066,RARB,RETINOID RECEPTOR AGONIST,,BRD:BRD-K31144453-001-03-9,,,,uM,
DPC-000253,AC-264613,F2RL1,PAR AGONIST,,BRD:BRD-K81548480-001-01-2,,,,uM,
DPC-000254,AC-55541,PARP2,PARP INHIBITOR,,BRD:BRD-A27911617-001-01-7,,,,uM,
DPC-000255,AC-55649,RARA;RARB,RETINOID RECEPTOR AGONIST,,BRD:BRD-K93176058-001-03-6,,,,uM,
DPC-000256,AC-710,CSF1R;FLT3;KIT;PDGFRA;PDGFRB,PDGFR TYROSINE KINASE RECEPTOR INHIBITOR,,BRD:BRD-K15819326-001-01-6,,,,uM,
DPC-000257,AC-7954-(+/-),UTS2R,UROTENSIN RECEPTOR AGONIST,,BRD:BRD-A49544621-003-02-8,,,,uM,
DPC-000258,DACTINOMYCIN,,natural product and inhibitor of transcription,AC-DE;ACTD;ACTINOMYCIN D;COSMEGEN;LYOVAC;MERACTINOMYCIN,BRD:BRD-K70578146-001-06-7;GDSC2:1811;GDSC2:1911,CHEMBL14253,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,RJURFGZVJUQBHK-IIXSONLDSA-N,uM,457193
DPC-000259,AC1L1GQE,,,KIN001-055;WHI-P97,GDSC1:288,,,,uM,
DPC-000260,AC1NDSS5,,,,BRD:BRD-K10226125-245-01-5,,,,uM,
DPC-000261,AC260584,,CHOLINERGIC RECEPTOR AGONIST,,BRD:BRD-K00004583-001-01-9,,,,uM,
DPC-000262,AC55649,,,,CTRP:375487,,,,uM,
DPC-000263,ACADESINE,,AMPK ACTIVATOR,,BRD:BRD-K53448858-001-07-0,,,,uM,
DPC-000264,ACALABRUTINIB,BTK,BRUTON'S TYROSINE KINASE (BTK) INHIBITOR,,BRD:BRD-K64034691-001-01-9,,,,uM,
DPC-000265,ACALISIB,PIK3CB;PIK3CD,PI3K INHIBITOR,,BRD:BRD-K92517771-001-01-2,,,,uM,
DPC-000266,ACAMPROSATE,GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GABRQ;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3A;GRIN3B;GRM5,GLUTAMATE RECEPTOR ANTAGONIST,,BRD:BRD-K26262077-238-01-5,,,,uM,
DPC-000267,ACARBOSE,AMY2A;GAA;MGAM;SI,GLUCOSIDASE INHIBITOR,,BRD:BRD-K44276885-001-07-4,,,,uM,
DPC-000268,ACDPP,GRM5,GLUTAMATE RECEPTOR ANTAGONIST,,BRD:BRD-K68633617-003-02-9,,,,uM,
DPC-000269,ACEBILUSTAT,,LEUKOTRIENE INHIBITOR,,BRD:BRD-K00003255-001-01-9,,,,uM,
DPC-000270,ACEBUTOLOL,ADRB1;ADRB2,ADRENERGIC RECEPTOR ANTAGONIST,,BRD:BRD-A29260609-003-26-0,,,,uM,
DPC-000271,ACECAINIDE,SCN5A,POLARIZATION INHIBITOR,,BRD:BRD-K07753030-003-17-6,,,,uM,
DPC-000272,ACECLIDINE,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,ACETYLCHOLINE RECEPTOR AGONIST,,BRD:BRD-A32673558-003-03-9,,,,uM,
DPC-000273,ACECLOFENAC,PTGS2,PROSTANOID RECEPTOR ANTAGONIST,,BRD:BRD-K68538666-001-12-3,,,,uM,
DPC-000274,ACEDAPSONE,,,,BRD:BRD-K97417064-001-02-4,,,,uM,
DPC-000275,ACEDOBEN,,,,BRD:BRD-K47195926-001-06-6,,,,uM,
DPC-000276,ACEFYLLINE,ADORA1,ADENOSINE RECEPTOR AGONIST,,BRD:BRD-K44004064-001-07-3,,,,uM,
DPC-000277,ACEGLUTAMIDE,,,,BRD:BRD-K13619941-213-01-8,,,,uM,
DPC-000278,ACELARIN,,ANTICANCER AGENT,,BRD:BRD-K00003531-001-01-9,,,,uM,
DPC-000279,ACEMETACIN,PTGS1;PTGS2,CYCLOOXYGENASE INHIBITOR,,BRD:BRD-K67563174-001-17-6,,,,uM,
DPC-000280,ACENEURAMIC-ACID,AZGP1;CES1;MBL2;REG1A;SELE;SELP;SIGLEC1,,,BRD:BRD-K36262466-001-06-3,,,,uM,
DPC-000281,ACENOCOUMAROL,VKORC1,VITAMIN K ANTAGONIST,,BRD:BRD-A65051990-001-12-9,,,,uM,
DPC-000282,ACEPROMAZINE,ADRA1A;ADRA1B;DRD1;DRD2;HTR1A;HTR2A,DOPAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K37814297-050-09-6,,,,uM,
DPC-000283,ACESULFAME-POTASSIUM,,,,BRD:BRD-K50850824-237-04-8,,,,uM,
DPC-000284,ACETALAX,,,OXYPHENISATIN ACETATE,GDSC2:1804,,,,uM,
DPC-000285,ACETANILIDE,,HYDROGEN PEROXIDE DECOMPOSITION INHIBITOR,,BRD:BRD-K11094367-001-10-1,,,,uM,
DPC-000286,ACETARSOL,,,,BRD:BRD-K99048103-001-18-4,,,,uM,
DPC-000287,ACETAZOLAMIDE,AQP1;CA1;CA12;CA14;CA2;CA3;CA4;CA7,CARBONIC ANHYDRASE INHIBITOR,,BRD:BRD-K43457670-001-27-8,,,,uM,
DPC-000288,ACETOHEXAMIDE,ABCC8;KCNJ1;KCNJ10;KCNJ11,ATP CHANNEL BLOCKER,,BRD:BRD-K52960356-001-15-5,,,,uM,
DPC-000289,ACETOHYDROXAMIC-ACID,MMP12,UREASE INHIBITOR,,BRD:BRD-K21615095-001-08-4,,,,uM,
DPC-000290,ACETOPHENAZINE,DRD1;DRD2,DOPAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K42938903-332-01-1,,,,uM,
DPC-000291,ACETRIAZOIC-ACID,,,,BRD:BRD-K46416130-001-07-7,,,,uM,
DPC-000292,ACETYL-11-KETO-BETA-BOSWELLIC-ACID,HSD11B1;HSD11B2,LIPOXYGENASE INHIBITOR,,BRD:BRD-A44696962-001-01-4,,,,uM,
DPC-000293,ACETYL-FARNESYL-CYSTEINE,PPARG,METHYLTRANSFERASE INHIBITOR,,BRD:BRD-K79437791-001-05-7,,,,uM,
DPC-000294,ACETYL-L-LEUCINE,,,,BRD:BRD-K27406233-001-07-7,,,,uM,
DPC-000295,ACETYLCHOLINE,ACHE;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CHRNA2,ACETYLCHOLINE RECEPTOR AGONIST,,BRD:BRD-K82381502-003-23-1,,,,uM,
DPC-000296,ACETYLCYSTEINE,ACY1;CHUK;GRIN1;GRIN2A;GRIN2B;GRIN2D;GRIN3A;GSS;IKBKB;RELA;SLC7A11,MUCOLYTIC AGENT,,BRD:BRD-K59058747-001-18-3;BRD:BRD-K59058747-001-20-9,,,,uM,
DPC-000297,ACETYLSALICYLSALICYLIC-ACID,,CYCLOOXYGENASE INHIBITOR,,BRD:BRD-K46585355-001-14-3,,,,uM,
DPC-000298,ACETYLSPIRAMYCIN,,OTHER ANTIBIOTIC,,BRD:BRD-K00004968-001-01-9,,,,uM,
DPC-000299,ACEXAMIC-ACID,GAST,5 ALPHA REDUCTASE INHIBITOR,,BRD:BRD-K72215350-001-06-5,,,,uM,
DPC-000300,ACHP,,,BAYER IKKB INHIBITOR;KIN001-260,GDSC1:290,,,,uM,
DPC-000301,ACIFRAN,HCAR2;HCAR3,CHOLESTEROL INHIBITOR,,BRD:BRD-A29520968-001-02-7,,,,uM,
DPC-000302,ACIPIMOX,HCAR2,CHOLESTEROL INHIBITOR,,BRD:BRD-K63736853-001-04-8,,,,uM,
DPC-000303,ACITAZANOLAST,,MEDIATOR RELEASE INHIBITOR,,BRD:BRD-K74236708-001-01-9,,,,uM,
DPC-000304,ACITRETIN,RARA;RARB;RARG;RBP1;RXRA;RXRB;RXRG;STAT3,RETINOID RECEPTOR AGONIST,,BRD:BRD-K62012036-001-14-4,,,,uM,
DPC-000305,ACIVICIN,CTPS1,"GAMMA GLUTAMYLTRANSFERASE INHIBITOR, GAMMA GLUTAMYLTRANSFERASE INHIBITORS",,BRD:BRD-K13050541-001-01-9,,,,uM,
DPC-000306,ACLIDINIUM,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-K74363950-004-01-0,,,,uM,
DPC-000307,ACOLBIFENE,,ESTROGEN RECEPTOR ANTAGONIST,,BRD:BRD-K00004720-001-01-9,,,,uM,
DPC-000308,ACOZIBOROLE,,ANTITRYPANOSOMAL,,BRD:BRD-K00003303-001-01-9,,,,uM,
DPC-000309,ACPC,,GLUTAMATE RECEPTOR ANTAGONIST,,BRD:BRD-K66465025-001-05-1,,,,uM,
DPC-000310,ACRIVASTINE,HRH1,HISTAMINE RECEPTOR ANTAGONIST,,BRD:BRD-K50163129-001-01-4,,,,uM,
DPC-000311,ACRIZANIB,,,,BRD:BRD-K00093439-001-01-9,,,,uM,
DPC-000312,ACRYLATE,,MUCUS PROTECTING AGENT,,BRD:BRD-M00184283-001-01-1,,,,uM,
DPC-000313,ACT-132577,EDNRA;EDNRB,ENDOTHELIN RECEPTOR ANTAGONIST,,BRD:BRD-K34843150-001-03-0,,,,uM,
DPC-000314,ACT-462206,HCRTR1;HCRTR2,OREXIN RECEPTOR ANTAGONIST,,BRD:BRD-K19781342-001-01-4,,,,uM,
DPC-000315,ACT-709478,,,,BRD:BRD-K00003538-001-02-9,,,,uM,
DPC-000316,ACTARIT,,INTERLEUKIN RECEPTOR AGONIST,,BRD:BRD-K33483813-001-10-0,,,,uM,
DPC-000317,ACTB-1003,KDR;TEK,"FGFR INHIBITOR, VEGFR INHIBITOR",,BRD:BRD-K35936936-001-01-6,,,,uM,
DPC-000318,ACTINOMYCIN-D,,RNA POLYMERASE INHIBITOR,,BRD:BRD-A42383464-001-06-3,,,,uM,
DPC-000319,ACTINONIN,,,,BRD:BRD-K24621118-001-04-9,,,,uM,
DPC-000320,ACTINOQUINOL,,,,BRD:BRD-K08837089-236-01-6,,,,uM,
DPC-000321,ACUMAPIMOD,,P38 MAPK INHIBITOR,,BRD:BRD-K00003220-001-01-9,,,,uM,
DPC-000322,ACY-1215,HDAC1;HDAC2;HDAC3;HDAC6;HDAC8,HDAC INHIBITOR,,BRD:BRD-K82928847-001-04-7;GDSC1:264,,,,uM,
DPC-000323,ACYCLOVIR,PNP,DNA POLYMERASE INHIBITOR,,BRD:BRD-K32318651-001-23-7;BRD:BRD-K32318651-001-24-5,,,,uM,
DPC-000324,AD-5467,AKR1B1,ALDOSE REDUCTASE INHIBITOR,,BRD:BRD-A80280426-001-03-8,,,,uM,
DPC-000326,ADAPALENE,RARA;RARB;RARG;RXRA;RXRB;RXRG,RETINOID RECEPTOR AGONIST,,BRD:BRD-K33127281-001-05-6,,,,uM,
DPC-000327,ADAPREV,AKR1B1;GPI;HK1;IGF2R;M6PR;PYGM,TGF BETA RECEPTOR INHIBITOR,,BRD:BRD-A73427433-240-01-3,,,,uM,
DPC-000328,ADAPTAVIR,CCR5,CC CHEMOKINE RECEPTOR ANTAGONIST,,BRD:BRD-K37151368-001-01-7,,,,uM,
DPC-000329,ADAROTENE,RARB;RARG,RETINOID RECEPTOR AGONIST,,BRD:BRD-K00152668-001-01-5,,,,uM,
DPC-000330,ADATANSERIN,HTR1A;HTR2A,"SEROTONIN RECEPTOR AGONIST, SEROTONIN RECEPTOR ANTAGONIST",,BRD:BRD-K67789209-001-01-0,,,,uM,
DPC-000331,ADAVIVINT,,WNT PATHWAY INHIBITOR,,BRD:BRD-K00003499-001-01-9,,,,uM,
DPC-000332,ADAVOSERTIB,WEE1,inhibitor of WEE1,AZD1775;MK-1775,BRD:BRD-K54256913-001-08-7;CTRP:418167;GDSC2:1179,CHEMBL14253,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,BKWJAKQVGHWELA-UHFFFAOYSA-N,uM,24856436
DPC-000333,ADD-233089,,BENZODIAZEPINE RECEPTOR AGONIST,IMEPITOIN,BRD:BRD-K43055376-001-01-2;BRD:BRD-K43055376-001-04-9,,,,uM,
DPC-000334,ADEFOVIR,,DNA POLYMERASE INHIBITOR,,BRD:BRD-K77484724-001-02-0,,,,uM,
DPC-000335,ADEFOVIR-DIPIVOXIL,,DNA POLYMERASE INHIBITOR,,BRD:BRD-K96159438-001-06-3,,,,uM,
DPC-000336,ADELMIDROL,,ANTI-INFLAMMATORY AGENT,,BRD:BRD-K78097265-001-02-9,,,,uM,
DPC-000337,ADENINE,ACACB;ACP1;APRT;MTAP;PECR;SRPK2,PROTEIN SYNTHESIS STIMULANT,,BRD:BRD-K26060080-065-05-6,,,,uM,
DPC-000338,ADENOSINE,ADORA1;ADORA2A;ADORA2B;ADORA3;PI4K2A;PI4K2B;TRPM4,ADENOSINE RECEPTOR AGONIST,,BRD:BRD-K01577834-001-15-1,,,,uM,
DPC-000339,ADENOSINE-PHOSPHATE,ACSL1;ACSS1;ACSS2;ADCY1;ADK;CREB1;FBP1;HINT1;PDE4B;PDE4D;PIM1;PRKAA1;PRKAB1;PRKAB2;PYGL;TRPM4,ADENOSINE RECEPTOR AGONIST,,BRD:BRD-A10111329-001-04-6,,,,uM,
DPC-000340,ADENOSINE-TRIPHOSPHATE,ABCA1;ABCB1;ABCB11;ABCC2;ABCC8;ABCC9;ABCG1;ABL1;ABL2;ACSL1;ACSS1;ACSS2;ACVR1;ACVR1B;ACVRL1;ADCY1;ADRBK1;ADRBK2;AFG3L2;AKT1;ALK;AMHR2;APAF1;ARAF;ASNA1;ASNS;ASS1;CDK15;GPR17;ITPR1;NAE1;NT5C2;P2RY1;P2RY11;P2RY13;P2RY2;P2RY4;PRKAA1;RYR1;RYR2;RYR3;SLC25A4;TNK2;TRPM4;TRPM7,ADENOSINE RECEPTOR AGONIST,,BRD:BRD-A31990649-304-02-3,,,,uM,
DPC-000341,ADIPHENINE,CHRNA1,ACETYLCHOLINE RECEPTOR ANTAGONIST,,BRD:BRD-K60907894-003-23-5,,,,uM,
DPC-000342,ADIPIC-ACID,SLC22A6,SOLUTE CARRIER FAMILY MEMBER INHIBITOR,,BRD:BRD-K10656395-001-02-1,,,,uM,
